11	12	13	15	19	21	22	23	24	30	43	45	48	51	54	56	71	72	73	74	85	86_date	86_number	87_date	87_number	98	status	11_href	21_href	43_href	45_href
2004 109 253	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2004109253/09	30.03.2004				10.10.2005			G10L 15/06 (2000.01); G10L 11/04 (2000.01)	СПОСОБ РАСПОЗНАВАНИЯ ФОНЕМ РЕЧИ И УСТРОЙСТВО ДЛЯ РЕАЛИЗАЦИИ СПОСОБА		"Открытое акционерное общество ""Корпорация ""Фазотрон-Научно-исследовательский институт радиостроения"" (RU)"	Гиголо Людмила Антоновна (RU), Сахаров Виталий Олегович (RU)								"123557, Москва, Электрический пер., 1, ОАО ""Корпорация ""Фазотрон-НИИР"", начальнику отдела интеллектуальной собственности, В.И. Фаленко"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2004109253&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2004109253&TypeFile=html	http://www.fips.ru/Archive/PAT/2005FULL/2005.10.10/DOC/RUNWA/000/002/004/109/253/DOCUMENT.PDF	
2005 103 316	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2005103316/09	10.02.2005				20.07.2006			G10L 15/00 (2006.01); H04R 29/00 (2006.01)	СПОСОБ ИЗМЕРЕНИЯ РАЗБОРЧИВОСТИ РЕЧИ		Железняк Владимир Кириллович (RU)	Железняк Владимир Кириллович (RU)								196620, Санкт-Петербург, Павловск, Медвежий пер., 5, кв.14, Б.А. Пейзнеру		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2005103316&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2005103316&TypeFile=html	http://www.fips.ru/Archive/PAT/2006FULL/2006.07.20/DOC/RUNWA/000/002/005/103/316/DOCUMENT.PDF	
2002 123 509	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2002123509/09	03.09.2002				20.03.2004			G10L 15/00 (2000.01)	МЕТОД РАСПОЗНАВАНИЯ ДИКТОРА И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ		"Общество с ограниченной ответственностью ""Центр речевых технологий"""	Лабутин Павел Вадимович, Раев Андрей Николаевич, Коваль Сергей Львович								194021, Санкт-Петербург, ул. Политехническая, 26, ФТИ им. А.Ф.Иоффе РАН, В.И.Белову		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2002123509&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2002123509&TypeFile=html		
2001 104 348	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2001104348/09	17.06.1999			 14.07.1998 US 09/115,359	20.01.2003			G10L 15/26 (2000.01)							14.02.2001	17.06.1999	US 99/13718	27.01.2000	WO 00/04533	"103735, Москва, ул.Ильинка, 5/2, ""Союзпатент"", пат.пов. Л.И.Ятровой"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2001104348&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2001104348&TypeFile=html		
2001 109 249	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2001109249/09	08.09.1999			 09.09.1998 JP 10/255196	27.05.2003			G10L 15/00 (2000.01)							09.04.2001	08.09.1999	JP 99/04885	16.03.2000	WO 00/14723	"129010, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", Ю.Д.Кузнецову, рег.№ 595"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2001109249&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2001109249&TypeFile=html		
2002 102 115	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2002102115/09	23.01.2002				10.08.2003			G10L 15/00 (2000.01)	Способ распознавания звукового сигнала		Треножкин Виктор Николаевич	Треножкин Виктор Николаевич								400093, г.Волгоград, ул. Мясникова, 10, кв.140, В.Н.Треножкину		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2002102115&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2002102115&TypeFile=html		
2000 104 842	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2000104842/09	25.08.1998			 28.08.1997 KR 1997/41887	10.01.2002			G10L 15/00 (2000.01)							25.02.2000	25.08.1998	KR 98/00258	11.03.1999	WO 99/12154	"129010, Москва, ул. Большая Спасская 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", Егоровой Г.Б."		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2000104842&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2000104842&TypeFile=html		
2000 107 717	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2000107717/09	29.03.2000				10.04.2002			G10L 15/02 (2000.01); G10L 19/02 (2000.01)	СПОСОБ СЖАТИЯ ИЗОЛИРОВАННЫХ СЛОВ		Поволжская государственная академия телекоммуникаций и информатики	Брайнина Ирина Соломоновна, Кузнецов Михаил Владимирович								443010, г.Самара, ул. Л. Толстого, 23, ПГАТИ		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2000107717&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2000107717&TypeFile=html		
2 302 666	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004102683/09	03.07.2001		03.07.2001		10.06.2005	10.07.2007		G10L 15/14 (2006.01)		US 5946656 А, 31.08.1999. RU 2166804 C2, 10.05.2001. SU 1597889 A1, 07.10.1999. Reynold D.A. Robust Text-Independent Speaker Identification Using Gaussian Mixture Speaker Models//IEEE Transactions on Speech and Audio Processing, vol.3, N1, January 1993, pp.74-83. US 5892960 A, 06.04.1999. EP 0987681 A2, 22.03.2000.					03.02.2004	03.07.2001	RU 01/00263	16.01.2003	WO 03/005346	"103735, Москва, ул. Ильинка, 5/2, ООО ""Союзпатент"", пат.пов. С.Б.Фелицыной, рег. № 303"	Статус: не действует (последнее изменение статуса: 08.07.2013);Пошлина: учтена за 9 год с 04.07.2009 по 03.07.2010	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2302666&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2302666&TypeFile=html		http://www.fips.ru/Archive/PAT/2007FULL/2007.07.10/DOC/RUNWC2/000/000/002/302/666/DOCUMENT.PDF
2 583 150	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2014148140/07	28.11.2014		28.11.2014			10.05.2016		G10L 15/22 (2006.01)	ГОЛОСОВАЯ СВЯЗЬ НА ЕСТЕСТВЕННОМ ЯЗЫКЕ МЕЖДУ ЧЕЛОВЕКОМ И УСТРОЙСТВОМ	EA 4079 B1, 25.12.2003. RU 2439716 C2, 10.01.2012. WO 2007/027546 A2, 08.03.2007. US 2006/0069546 A1, 30.03.2006. WO 2007/019318 A2, 15.02.2007. US 2011/0004462 A1, 06.01.2011. .		Ле Ман Ха (RU), Романенко Александр Александрович (RU), Кудинов Михаил Сергеевич (RU), Музычка Степан Андреевич (RU), Пионтковская Ирина Игоревна (RU)	САМСУНГ ЭЛЕКТРОНИКС КО., ЛТД. (KR)							"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 29.08.2016);Пошлина: учтена за 3 год с 29.11.2016 по 28.11.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2583150&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2583150&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.05.10/DOC/RUNWC1/000/000/002/583/150/DOCUMENT.PDF
2 277 728	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2005103314/09	10.02.2005		10.02.2005			10.06.2006		G10L 15/00 (2006.01); H04R 29/00 (2006.01)	СПОСОБ ИЗМЕРЕНИЯ МАКСИМАЛЬНОЙ РАЗБОРЧИВОСТИ РЕЧИ	RU 27259 U1, 10.01.2003. RU 2145446 C1, 10.02.2000. RU 2106075 C1, 27.02.1998. RU 2002104740 A1, 20.01.2004. US 4039767 А, 02.08.1977.		Железняк Владимир Кириллович (RU)	Железняк Владимир Кириллович (RU)							196620, Санкт-Петербург, Павловск, Медвежий пер., 5, кв.14, Б.А. Пейзнеру	Статус: не действует (последнее изменение статуса: 17.02.2015);Пошлина: учтена за 7 год с 11.02.2011 по 10.02.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2277728&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2277728&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.06.10/DOC/RUNWC1/000/000/002/277/728/DOCUMENT.PDF
2 278 424	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2005103315/09	10.02.2005		10.02.2005			20.06.2006		G10L 15/00 (2006.01); H04R 29/00 (2006.01)	УСТРОЙСТВО ИЗМЕРЕНИЯ МАКСИМАЛЬНОЙ РАЗБОРЧИВОСТИ РЕЧИ	RU 27259 U1, 10.01.2003. RU 2145446 C1, 10.02.2000. RU 2106074 C1, 27.02.1998. RU 2002104741, 26.02.2002. US 4039767 А, 02.08.1977.		Железняк Владимир Кириллович (RU)	Железняк Владимир Кириллович (RU)							196620, Санкт-Петербург, Павловск, Медвежий пер., 5, кв.14, Б.А. Пейзнеру	Статус: не действует (последнее изменение статуса: 17.02.2015);Пошлина: учтена за 7 год с 11.02.2011 по 10.02.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2278424&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2278424&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.06.20/DOC/RUNWC1/000/000/002/278/424/DOCUMENT.PDF
2 571 520	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2013103490/08	25.01.2013		25.01.2013	 28.09.2012 KR 10-2012-0109454; 18.10.2012 KR 10-2012-0115783	27.07.2014	20.12.2015		G10L 15/02 (2006.01); G06F 3/00 (2006.01)	УСТРОЙСТВО ОБРАБОТКИ ИЗОБРАЖЕНИЙ И СООТВЕТСТВУЮЩИЙ СПОСОБ УПРАВЛЕНИЯ И СИСТЕМА ОБРАБОТКИ ИЗОБРАЖЕНИЙ	US 20120162540 A1, 28.06.2012. US 2007118382 A1, 24.05.2007. JP 2005249829 A, 15.09.2005. US 6757718 B1, 29.06.2004.		ЛИ Дзоо-йеонг (KR), ПАРК Санг-шин (KR)	САМСУНГ ЭЛЕКТРОНИКС КО., ЛТД. (KR)							"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 28.12.2015);Пошлина: учтена за 4 год с 26.01.2016 по 25.01.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2571520&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2571520&TypeFile=html		http://www.fips.ru/Archive/PAT/2015FULL/2015.12.20/DOC/RUNWC2/000/000/002/571/520/DOCUMENT.PDF
2 546 311	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2012138225/08	06.09.2012		06.09.2012		20.03.2014	10.04.2015		G10L 15/00 (2013.01); G10L 21/013 (2013.01)	СПОСОБ ОЦЕНКИ ЧАСТОТЫ ОСНОВНОГО ТОНА РЕЧЕВОГО СИГНАЛА	RU 85445 U1, 10.08.2009. RU 2012137028 A, 29.08.2012. RU 2010354 C1, 30.03.1994. RU 2184399 C2, 27.06.2002. RU 2364957 C1, 20.08.2009. RU 2008143852 A, 10.05.2010. RU 2007149237 A, 20.07.2009. WO 2008044164 A2, 17.04.2008		Голубинский Андрей Николаевич (RU), Булгаков Олег Митрофанович (RU), Гущина Анастасия Александровна (RU), Иванов Иван Иванович (RU), Николаенков Юрий Кимович (RU)	"Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Воронежский государственный университет"" (ФГБУ ВПО ""ВГУ"") (RU)"							"394006, г.Воронеж, Университетская пл., 1, ФГБОУ ВПО ""ВГУ"", ЦКТ"	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 27.07.2016);Пошлина: учтена за 3 год с 07.09.2014 по 06.09.2015	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2546311&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2546311&TypeFile=html		http://www.fips.ru/Archive/PAT/2015FULL/2015.04.10/DOC/RUNWC2/000/000/002/546/311/DOCUMENT.PDF
2 541 122	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2013125955/08	05.06.2013		05.06.2013		10.12.2014	10.02.2015		G10L 15/00 (2013.01); H04R 29/00 (2006.01)	СПОСОБ КОНТРОЛЯ ЭФФЕКТИВНОСТИ ЗАЩИТЫ ИНФОРМАЦИИ	RU 2278424 C2, 20.06.2006. BY 15588 C1, 30.04.2012. RU 30478 U1, 27.06.2003. JP 2012-244518 A, 10.12.2012. JP 2009-33347 A, 12.02.2009		Чернышов Павел Валерьевич (RU), Лобов Владимир Анатольевич (RU), Ляхов Павел Рудольфович (RU), Кулешов Павел Евгеньевич (RU)	"Федеральное государственное казенное военное образовательное учреждение высшего профессионального образования ""Военный учебно-научный центр Военно-воздушных сил ""Военно-воздушная академия имени профессора Н.Е. Жуковского и Ю.А. Гагарина"" (г. Воронеж) Министерства обороны Российской Федерации (RU)"							"394064, г.Воронеж, ул. Старых Большевиков, 54А, ВУНЦ ВВС ""ВВА"", Центр ОНР и ПНПК"	Статус: может прекратить свое действие (последнее изменение статуса: 07.10.2016);Пошлина: учтена за 3 год с 06.06.2015 по 05.06.2016	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2541122&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2541122&TypeFile=html		http://www.fips.ru/Archive/PAT/2015FULL/2015.02.10/DOC/RUNWC2/000/000/002/541/122/DOCUMENT.PDF
2 510 955	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2012109382/08	12.03.2012		12.03.2012		20.10.2013	10.04.2014		G10L 15/00 (2013.01)	СПОСОБ ОБНАРУЖЕНИЯ ЭМОЦИЙ ПО ГОЛОСУ	RU 2287856 C2, 20.11.2006. RU 2403626 C2, 10.11.2010. US 2007/0150099 A1, 28.06.2007. US 6353810 B1, 05.03.2002. US 2009/0313019 A1, 17.12.2009. RU 42905 U1, 20.12.2004		Саитов Игорь Акрамович (RU), Басов Олег Олегович (RU), Ягупов Владимир Александрович (RU)	Государственное казенное образовательное учреждение высшего профессионального образования Академия Федеральной службы охраны Российской Федерации (Академия ФСО России) (RU)							302034, г.Орел, ул. Приборостроительная, 35, Академия ФСО России, ОНТИ	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 17.11.2015)	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2510955&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2510955&TypeFile=html		http://www.fips.ru/Archive/PAT/2014FULL/2014.04.10/DOC/RUNWC2/000/000/002/510/955/DOCUMENT.PDF
2 284 586	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2005103319/09	10.02.2005		10.02.2005			27.09.2006		G10L 15/00 (2006.01); H04R 29/00 (2006.01)	УСТРОЙСТВО ИЗМЕРЕНИЯ РАЗБОРЧИВОСТИ РЕЧИ	RU 27259 U1, 10.01.2003. RU 2057401 C1, 27.03.1996. RU 2231133 С2, 20.06.2004. SU 434615 А, 30.06.1974. SU 356822 A, 01.01.1972.		Железняк Владимир Кириллович (RU)	Железняк Владимир Кириллович (RU)							196620, Санкт-Петербург, Павловск, Медвежий пер., 5, кв.14, Б.А. Пейзнеру	Статус: не действует (последнее изменение статуса: 17.02.2015);Пошлина: учтена за 7 год с 11.02.2011 по 10.02.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2284586&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2284586&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.09.27/DOC/RUNWC1/000/000/002/284/586/DOCUMENT.PDF
